X,Y,Z
0.22947273963518033,0.2678922376068239,0.2342558237807127
0.7072003441259633,0.8433447634455973,0.27274656626059046
0.1033053170116241,0.1295128825870212,0.116816483933382
0.01907130327779941,0.08054415512073024,0.21617122988700757
0.02527952248188836,0.27710782699940006,0.8059339054915015
0.020862769910444643,0.11989788781213406,0.09876224283621046
0.8019993223320576,0.8966449723846468,0.888009778441278
0.7881869582118073,0.8040209286390168,0.17360386314170828
0.7612425590231162,0.8618095309314279,0.2989891500607975
0.27488765165970835,0.1232213462168102,0.12714900410112487
0.15986396651683224,0.18129490226615505,0.2845933223077933
0.8447284035477443,0.70233430515531,0.023167157830582697
0.25586589495321194,0.19201111085429462,0.8276219880745272
0.20745369391730048,0.1754086276830027,0.880203628224153
0.701589517636276,0.8138238343062218,0.08081532188214825
0.8522111979766216,0.7713043798811103,0.09704024504643181
0.7720663604099492,0.8487858038764882,0.7153744019445784
0.22096259653085096,0.20445088964537322,0.05603737723147799
0.1224758925016946,0.22130180023777535,0.8062246423434013
0.844252337993036,0.821455998515059,0.767994854848843
0.23068736419653474,0.20914022055040452,0.0999323158473089
0.7764454431681476,0.8281381668130207,0.7056008831502433
0.2975418672370388,0.04569823349811939,0.23785831053682527
0.020777793365665154,0.22200414138402758,0.7122810547236769
0.7732428814094566,0.7456042291329817,0.7162535683717882
0.14998470233269673,0.04733492054823198,0.20464732894079293
0.14277786488309402,0.12799594554483468,0.8960749860215205
0.12569617090077645,0.008542627052654938,0.13435279973554348
0.2694653185792719,0.2558184821246922,0.023260064152498084
0.7317400536358409,0.8417551170026941,0.8054857629868539
0.876591736837209,0.8938184071515135,0.29407366725104095
0.7728469682870523,0.8994036205206584,0.05999787065783116
0.8040151300259378,0.7641050502799481,0.002620618821340348
0.8351877235923648,0.8471430407898545,0.8598874852802053
0.046649700471857736,0.21511700971383066,0.14761444523571648
0.15181816495623987,0.1896648194428135,0.7084913458201969
0.0026424955375492164,0.2785568355792347,0.18746554492976447
0.7622805726018266,0.8270272966324786,0.1445070097832843
0.29370005793998644,0.20735085409250162,0.7744420219597065
0.8808939735414946,0.8878848694241266,0.13069496169107891
0.8178505130123779,0.8526374379332462,0.7067390647205547
0.06911794629100025,0.02633291768301512,0.7029664516140995
0.7590285313938941,0.700443705662295,0.021099445037369623
0.15840842335799232,0.23938053507569884,0.7848055524554318
0.1533200295049286,0.1060704886257623,0.7350359279887
0.23600893322854694,0.2575050503041914,0.1481814615418836
0.19811114916607922,0.28261291851340986,0.23661201583936267
0.055550704139411856,0.10515829108022745,0.7149786463276294
0.7643375452234925,0.7603499551906432,0.7553881056226337
0.7487837880700821,0.8177426030836978,0.8661491487160002
0.28910370358219756,0.1322739968527761,0.15143510825768844
0.8197900590619038,0.8150764465969552,0.7471276412100101
0.2572505032649979,0.10627343520137052,0.8675741659997845
0.2894025744978503,0.28619541912948515,0.2421318463830409
0.039913442162984016,0.08050177841101125,0.7519297952380481
0.12478070247417071,0.17477058237268744,0.7084931514814737
0.7436348361964604,0.7786097699282498,0.8405784468778326
0.08564368121888798,0.1846744934098064,0.8478002530102704
0.027453061176529035,0.18304406077290034,0.7218238923594331
0.20057427719992174,0.26915332901359074,0.7915773146303852
0.8384255249018431,0.8706477498793739,0.029214681030798228
0.12053316025537376,0.24042414222322625,0.003950996419155317
0.0002875021611108419,0.17953828371082328,0.2398868104999083
0.8033866657553559,0.8373219449862115,0.2859520994397127
0.18813939035535773,0.2891159382615847,0.7991454729408872
0.738933058809114,0.8202183641332029,0.8289323583323293
0.8251325047633986,0.7476224820305738,0.16467548886335368
0.7686101108099039,0.8706397742776821,0.02295182799954407
0.8207625099009459,0.7125014775640369,0.28115590670129104
0.006689207114410578,0.13392376993253502,0.22840028865272508
0.04812886894344058,0.14943820884384978,0.26509055700662376
0.02079779704728496,0.1132331906246488,0.19870741249796262
0.20540499442956764,0.21373510634350687,0.16781762366826566
0.24660949863220294,0.13909612824314624,0.8877239905007982
0.12311007462744208,0.04310082165122374,0.052938393496454
0.17195381082937725,7.05629589110801e-05,0.8932163596339076
0.26838641597522683,0.027489774290958013,0.004664295556390341
0.8643701420131359,0.7506879131022677,0.1106081864390295
0.7735373992626621,0.8624605343990014,0.8692463966181825
0.11611588198303541,0.18366238887343664,0.15640961293734143
0.8167064545669135,0.8323365554543982,0.06048821065778683
0.8027651266518765,0.8117238573717469,0.7433720580447951
0.017385779953587498,0.11034485817172708,0.12842130448434827
0.07737987501746647,0.007697188905674368,0.869615621811785
0.7576117073116411,0.7143519611879426,0.7131332119806515
0.12088268259758454,0.13677263031512846,0.7576354007735967
0.8427479213410703,0.7955378511162698,0.7301338007422526
0.7220905645654185,0.7030274034972285,0.08689581632717477
0.8170100959057083,0.7347158955194263,0.8682619234446152
0.17920017142837605,0.08664459169427259,0.25681609179536785
0.14614040428264435,0.15678514694393822,0.8674558729736475
0.18965560228436884,0.14087862721033909,0.8785469480377857
0.08940438366940462,0.23850493259587202,0.8241545588505782
0.7456511008253989,0.8368719278515898,0.2136596048983194
0.07861111206001327,0.039400794478496114,0.13170148820756733
0.10817310676294305,0.07398843669982309,0.11556177904835402
0.12635950512241997,0.04647966459136791,0.7744976800989707
0.02861341716774155,0.1300165782952127,0.024394650838463827
0.7768064991370011,0.8372843433067024,0.18405125334425845
0.15516357636053535,0.22014030687934216,0.7032726619514446
0.11411935421425996,0.15312260860708213,0.2864467372211761
0.051204617256656766,0.2751922325211306,0.7244206905044737
0.2745049062863512,0.2541610062533301,0.19561147655194452
0.2093065483561317,0.25179760071578705,0.752255357585543
0.8086365874467625,0.7608514015637022,0.09205891187440948
0.8418488536890807,0.7345105520034338,0.802808176649437
0.18752290497638804,0.16161580300222708,0.7874604194810549
0.05605730023343778,0.18447183449165924,0.21438714094871408
0.04979275727315197,0.008582423229082148,0.7386234381562125
0.897665530236052,0.8837032015075249,0.8423028707189184
0.01652724223620242,0.18569185941950123,0.7795681033787445
0.14908588725682295,0.2179870463813911,0.28093898116739063
0.7815574708603329,0.8568550880148599,0.20868539420604562
0.753736530981103,0.7761224343852905,0.7262293564076866
0.7275894017692017,0.7833131094354655,0.8968794999776967
0.8173085575177924,0.7681062013007012,0.09659504308661626
0.8857286999017498,0.850401900822678,0.7489429734147949
0.20874194637657056,0.08547772442391201,0.7114416038022428
0.10936404313812041,0.018529984425762026,0.18255622163379642
0.12716467557161382,0.15758385629253244,0.07820692936724101
0.709668305415942,0.8614546419230453,0.24400511288347607
0.8184781618027271,0.7134410054741491,0.08862431581019818
0.05925668123018693,0.2047801320791139,0.8894198681701505
0.01098729638015332,0.2434067883512828,0.06736719280342301
0.8095184133495286,0.7388876745531537,0.7514915595700165
0.8833140887336379,0.7273060153962505,0.22238445911681382
0.7615205672708264,0.8977868605205674,0.852773319736532
0.06592361144120629,0.25002749708800015,0.7866334358135532
0.12324551972335003,0.13518416632873728,0.2308627270782915
0.02447759484835512,0.2993216117723869,0.7750964869724634
0.8067994368064774,0.8932431369318383,0.14522161426774474
0.25281737275725186,0.2968122082119968,0.07588959011741346
0.1646230855881195,0.10394452281261514,0.29329322152493037
0.7048311653934791,0.7253491238725225,0.7923940551474031
0.8411848293684978,0.7984211262438856,0.17586408849632348
0.76535492985174,0.8484819405469539,0.8860477257772623
0.22593867358977365,0.11545500707285371,0.791838903617308
0.7582810117439966,0.780952094752606,0.8192253025954014
