,X,Y
0,0.16038387445772248,0.7080775212582426
1,0.7088465753307855,0.6160902997319542
2,0.29885324544885583,0.7501467080046186
3,0.28381577251745993,0.2064885559216699
4,0.8704413766362529,0.750449132557391
5,0.09221704867352162,0.727182778922931
6,0.06348705848820936,0.5388462251573793
7,0.008164171648939256,0.7809907155581813
8,0.02657685156751025,0.4130108349749162
9,0.23327432383322474,0.08938584562972608
10,0.8855538350056258,0.1616384822777656
11,0.14235782352555984,0.129579485667711
12,0.13139785350124059,0.821806701859384
13,0.18406864169402903,0.5601000565842674
14,0.8894053601945586,0.7353961510090575
15,0.02963265513463089,0.4265323411035261
16,0.2678618441355158,0.16612768354067972
17,0.5138322481766692,0.41885621703957043
18,0.14935884018695336,0.2984449252698404
19,0.21204579810737928,0.7519664009974578
20,0.10656960751096968,0.5052007632949993
21,0.041144945435738586,0.17211107180317
22,0.7687458541776051,0.38555775390144925
23,0.07360931698335588,0.19846075760718337
24,0.19869823672583395,0.7193844172943216
25,0.1543893676475684,0.45627470628329486
26,0.10745200987839147,0.18229632324056225
27,0.5264739183105565,0.6578471732965607
28,0.07645636324392412,0.20388981634133618
29,0.6066614908916172,0.20258255384376428
30,0.18802851932584422,0.8215880552746534
31,0.02535552612787394,0.019389289014970213
32,0.041204117651754524,0.2075915953609618
33,0.8808931424687271,0.7626829881343703
34,0.18608980225387595,0.5377457261447456
35,0.274523111259157,0.2888654670538677
36,0.08472333814731549,0.584001976394485
37,0.033557177914382307,0.056209634137254307
38,0.2370303937460048,0.8301132346682306
39,0.4490329081989992,0.2344932683785772
40,0.25552552785047294,0.17376656052030492
41,0.02300309660266395,0.14127858808369642
42,0.2415364236259623,0.5900734299530527
43,0.7617857788685691,0.30395549626663754
44,0.18656284162612988,0.6537614220105507
45,0.2664404863688776,0.1910224710081159
46,0.6091715024069836,0.7053655303214221
47,0.4365204801587319,0.729476760491421
48,0.2981764786869593,0.19351207284397984
49,0.2982376734319234,0.22426635536453066
50,0.8555433729272672,0.4900789007646182
51,0.7469494872999634,0.4551856219077597
52,0.5293496440601839,0.8600203128250026
53,0.004693664321418078,0.6264584730036973
54,0.7139631496945438,0.4268685782725618
55,0.07875377696596954,0.4465329657970275
56,0.7433136695365237,0.15377808167222412
57,0.5929209967227654,0.4035445640262706
58,0.06570038752462425,0.7065418815629521
59,0.14563796886467745,0.616924570194526
60,0.14614485823744816,0.6453337457359756
61,0.2789848481228661,0.18783084153608814
62,0.6946206824345744,0.22348385678284144
63,0.06361235171940118,0.4315765025641154
64,0.2965767594191951,0.2846112122424171
65,0.23724218611399273,0.4267269894757736
66,0.604606387105648,0.8486789285942037
67,0.6922491556405463,0.8216480496390111
68,0.7496686393319059,0.4607818880612917
69,0.01957198503599925,0.5470022340159475
70,0.6245388060110308,0.06033389400442326
71,0.26738538611211293,0.8360654984049117
72,0.10276424892598636,0.050357621467880816
73,0.8137517929604552,0.17685727154469108
74,0.48878892029531323,0.7811158832636937
75,0.24258411961769089,0.405536559941533
76,0.16556391504721873,0.20135920917299002
77,0.1326407832495374,0.2004997263138652
78,0.4205897621514117,0.7936700579033616
79,0.06257307832819752,0.07108162894195622
80,0.6623732182470343,0.7845086680674045
81,0.18857813301006016,0.4127477529418351
82,0.03055069585641582,0.25978404487735385
83,0.2214608486915347,0.2772452331019701
84,0.2966471760781311,0.5116495012145353
85,0.15194318400185636,0.7308607829706335
86,0.12641161758264904,0.8916478001054922
87,0.20593299327444137,0.776342957690246
88,0.27615581715120063,0.03308940978294572
89,0.22304487808119092,0.18717698585875253
90,0.8367874057902998,0.7893462233775735
91,0.25333448822245985,0.48015258670187944
92,0.01553014106260745,0.4971835861780072
93,0.2150517446543321,0.2777047266546735
94,0.003501245300211797,0.16776516021018442
95,0.053452126347092906,0.11253503844711561
96,0.28359913499256817,0.6047683175200242
97,0.7049711651434658,0.07160987299136111
98,0.5030657982802826,0.1705545786666988
99,0.14700445427375763,0.04418705466718179
100,0.7835356074809263,0.1479941306131764
101,0.25417584884961764,0.5615680618288394
102,0.15524712581137512,0.6721991620682423
103,0.04802566526490191,0.6144161263787844
104,0.5285470954416882,0.24236976568310162
105,0.7348889403424024,0.652273846899665
106,0.889142564106826,0.27253256796230624
107,0.14241744393462213,0.8202647458709498
108,0.850068157109043,0.3667761940634059
109,0.22136653993808467,0.014996815635324234
110,0.5851382796566822,0.29209401137549706
111,0.5051737183734999,0.6197065390328003
112,0.5994954261466973,0.43795419517756096
113,0.27315958390057715,0.04853197569226714
114,0.016526489874822557,0.08783287211124345
115,0.6969401686851894,0.18143542752670203
116,0.009188725413643095,0.5519682421230523
117,0.1630668990537998,0.11930959744420877
118,0.05266442408670334,0.5337417871550435
119,0.6942226953152404,0.21990355788905025
120,0.6958937629347806,0.8835882389624496
121,0.1768367016376386,0.7175484985476509
122,0.20108975595774972,0.28432946497612765
123,0.06208925193983071,0.28471009105287665
124,0.2436865673088202,0.4207109386851073
125,0.6244301320574865,0.04410999459004932
126,0.4055141789446638,0.3121080187665594
127,0.28218319763647554,0.04873169801113849
128,0.8722986442300674,0.486089370440029
129,0.29977811838476087,0.7528593645443392
130,0.12172364151335857,0.25489810394431733
131,0.6156611903184053,0.7394979534471684
132,0.47381900192351534,0.7569492916871147
133,0.6944073323615993,0.6334940342922901
134,0.8738662861326316,0.15128490860263122
135,0.07102449422077486,0.21689966316886045
136,0.8978501519560353,0.1818297850599306
137,0.4678519675349451,0.510024004954023
138,0.10438399380144528,0.5312424222897894
139,0.6115949425333367,0.36635217221170946
140,0.14691733463784945,0.1745339069710916
141,0.04847975433579231,0.5834134101517164
142,0.6166288555741508,0.7008260508408585
143,0.04904515181577674,0.13803619543947102
144,0.5782845933149843,0.36820696305816825
145,0.45988940218463986,0.2209636642351863
146,0.05159306766298698,0.12958175805939628
147,0.047497000999843886,0.5287183538180493
148,0.8589489358871336,0.7896855954399473
149,0.19085754455587098,0.7901161755387467
150,0.1272005451832621,0.10948254142403052
151,0.5131816347904414,0.26760993683415174
152,0.14895271632760423,0.22731916608194863
153,0.48700229968831243,0.5389759487797476
154,0.5275097003197289,0.7199372448824068
155,0.2386957529245741,0.71659697587248
156,0.5874796978260935,0.41276525678654163
157,0.27697408506148286,0.12336863916410017
158,0.6666415645059252,0.15100997947366446
159,0.22908131048372024,0.8027604742320775
160,0.011614870960251699,0.029941035966933236
161,0.15701631721540985,0.12612668174301161
162,0.23893424763220755,0.2833033270310599
163,0.7473343432062005,0.5011230807019812
164,0.030409893219962736,0.6656357445045662
165,0.025734234628956854,0.5806729618737261
166,0.04960281123649509,0.007704851441306204
167,0.2941296620424087,0.2147335687622394
168,0.07900003492550269,0.14345269742965583
169,0.8094249074816033,0.08366897473601287
170,0.1958945308275686,0.29542829071764176
171,0.8309782819989242,0.2705816619871453
172,0.0063146738117756725,0.012593730798078883
173,0.11527153431364952,0.25260556595783495
174,0.0156445984815731,0.23917769985375456
175,0.7908157337768535,0.6055531469061789
176,0.02915709026787537,0.2749464578144789
177,0.07912001126823333,0.5042652066825438
178,0.6337472993934709,0.8422962310469588
179,0.11755517137234522,0.12747730302133625
180,0.6260982148366723,0.7500962928525041
181,0.053698425050492105,0.6721473228381829
182,0.49287228553884116,0.8146520558276661
183,0.832783084680032,0.15185576740308313
184,0.06550801145613737,0.5538371316521999
185,0.013657360424982234,0.05102743687293821
186,0.2171443951372537,0.09398952420652072
187,0.881906072397465,0.6357498025852679
188,0.06384810282551145,0.13667913508533694
189,0.8292912621884428,0.06303010490582009
190,0.2984820120541805,0.18891224275238214
191,0.29505509775203326,0.539327374001111
192,0.28491795543232307,0.08175976049339037
193,0.8181908831775194,0.22146118225084122
194,0.034370043253692535,0.21058135128497363
195,0.2097300825568916,0.6598745269489796
196,0.15590050029997965,0.07252585521775486
197,0.14767876163695318,0.717376223980023
198,0.22011102404082875,0.002370495951528817
199,0.19944320225060214,0.46737432476214696
