X,Y
0.21209955258511853,0.2939619330083108
0.08942496837440313,0.0943965075223552
0.17223035477741547,0.27818237849256794
0.2996635729772915,0.21215735692131485
0.017804028302312955,0.2212682705662339
0.2787429649655505,0.21953347800028264
0.2542587616374315,0.2696773279521032
0.1324485769675465,0.0968590891769069
0.2860031389769065,0.11339192328156844
0.23429076889650402,0.05585813590736586
0.03221674997466776,0.00557285407862309
0.22946495531323347,0.04119710249790404
0.12695498126573063,0.036848763005910674
0.03066962466588543,0.002311945442808927
0.1402938089254017,0.0005848898926511969
0.17207623512948914,0.11807151987521985
0.27037999064218315,0.11959709457247661
0.09682623933733109,0.1343326836442209
0.1371599355210054,0.0685674563055017
0.13302706665877934,0.11048672031974312
0.2498554972497175,0.12142516375176586
0.2265234895890671,0.1800278190996132
0.28811091142708833,0.23039879249983197
0.2526281684926466,0.24688853166047298
0.08407050908351654,0.16716380418436153
0.13869898087764126,0.24248508511948186
0.16429345177792806,0.2986220403332917
0.266095630338018,0.1504188347865753
0.26566633478552637,0.056983103377174854
0.12379443704496003,0.19656263748013286
0.2936573116602962,0.03259951190676528
0.2253636355877206,0.2503353866892121
0.19060394580583323,0.23630714784741014
0.258794189306534,0.14007800383009741
0.10233219131240082,0.01918327292957601
0.03731747720875411,0.2891494439734946
0.24592971226295746,0.209412926662694
0.00991070523473998,0.2883536569054711
0.17768251182756173,0.19122887012525583
0.26524885037971124,0.18190280872181308
0.11345519056964286,0.025274584938547607
0.20639497342669483,0.1990213302101013
0.20291487063809213,0.19966949703887168
0.2780235755907659,0.03547110995601029
0.15343282739224082,0.23071332092917396
0.09307211137418253,0.18856621317678954
0.25641692262785276,0.22275678287763942
0.07838753233476904,0.022910510090324753
0.08917632785449263,0.16310173156469124
0.2306047635009915,0.05728286030709216
0.08291102013105282,0.10894574528894438
0.20896389232920248,0.1768586922650441
0.12449125896659885,0.25907994127348905
0.18607232151577163,0.08785742163639262
0.0477896942583911,0.13804958739304005
0.09702021171389238,0.1421007596260816
0.04784124696378842,0.08613486247972177
0.024920198524210322,0.14187697991805312
0.2963970348669608,0.08852064368017028
0.2642692060984238,0.1183385951823643
0.24850338083699589,0.15314519509989213
0.22977009794284584,0.2860803667741188
0.12769603373487726,0.007820175805343022
0.036225283958571594,0.04717500966986797
0.20892917580187706,0.06305043829206312
0.027640456635762655,0.02167331913006071
0.08639549296748797,0.20920822851227575
0.27689418260443566,0.01195545547529373
0.19238631165041556,0.09339994139619376
0.20638570130607853,0.22754326830305394
0.10150763820766508,0.22186313051295137
0.26519494841005575,0.24554042784906888
0.243685955869051,0.14706139468754514
0.09090471967485891,0.16130612797806543
0.222298720361163,0.05824344906158302
0.18757967692473937,0.16696664001319914
0.1904861737490174,0.12965924831927636
0.22358968736168078,0.09358912750192483
0.23760861682794737,0.2846045221876256
0.23684680701783242,0.2952518806438336
0.2542519766207194,0.07184807489344221
0.03894339638560087,0.07023966002705107
0.2508394330805335,0.13579146920985488
0.04391680162540179,0.07603317971310367
0.11112886887212083,0.14798233011921155
0.024558231412686225,0.027316713104092036
0.2733993379187543,0.22682472619398458
0.1043395870503891,0.17928713693912426
0.25352513325284814,0.037650533858950196
0.18504190062289944,0.24601789942625069
0.27951313743293493,0.05931810524392142
0.05683488002050726,0.18653963075892746
0.23322769860982742,0.07706981142663029
0.022066797813626537,0.10908302733120136
0.028854449032923356,0.036110955721952394
0.12607729675360607,0.022152831875752222
0.22243362577260306,0.12674613038705926
0.07983024117027428,0.23192904739495002
0.28554602197897677,0.24386287778080304
0.07926276619953593,0.05925204838046418
0.1893741458897803,0.10810313264066153
0.8183061966325043,0.7648906759416286
0.7819231962170151,0.8183683398705592
0.706429821844904,0.7702136390892291
0.8662721851777334,0.7282514759746316
0.8769378347878635,0.8766686293773229
0.7932209857049004,0.7960465630366479
0.7825538524597915,0.7706134454320924
0.7541886181249579,0.7420078959592674
0.8116309616916002,0.8374040681957913
0.7009196628663193,0.7304060163459644
0.7158355476833484,0.8029616057490507
0.8318711494041812,0.7697249900972825
0.7464435810550764,0.7058084410685539
0.8370192526529201,0.8565031404311887
0.8836532630470539,0.7006687890787657
0.8009465098073241,0.7757580714230153
0.8119356994876141,0.7272000718660125
0.8017102274561606,0.7366974915547949
0.7000200396606476,0.7724824213880048
0.8256492860033275,0.7196163866208934
0.7513924479448325,0.809242569071165
0.7780754129344173,0.7888559158543672
0.7131122902501704,0.8183255640589409
0.8133323047255444,0.8113577481568163
0.8242306160204781,0.8132035240631844
0.788591535973057,0.7772345394799772
0.8648962318289832,0.7414766883749385
0.8253524286402127,0.8581326446703214
0.7148232009481614,0.8173328299081154
0.795486541823206,0.8725827827271385
0.8264819706720701,0.7461826250092651
0.8720631188701229,0.7249197524446903
0.7282248543386782,0.7846899054757898
0.8867803970842708,0.84737194529658
