X,Y,Z
0.099756230630552,0.036946753512284734,0.21831597541361608
0.07224666304589479,0.22663706563495306,0.26278600236066046
0.8211577005497196,0.7279228548801878,0.2701656065163432
0.7534375381596642,0.8824846621527589,0.8201121426655353
0.13460740692362924,0.05592987955354662,0.07538760404512175
0.06741974507290577,0.07584593875776283,0.8740942946348262
0.8698442443689987,0.8227472179809017,0.7819556830262462
0.8760113462845014,0.7098630303915767,0.26021544525826734
0.27013427501770515,0.2149740541743837,0.8118675801329409
0.8262193277095687,0.8048072465228483,0.26529401773877614
0.7165150734645328,0.8897369215087992,0.8068339001040026
0.7517867855655248,0.7636680783261236,0.8976981784505058
0.7672595298588933,0.7120533112040531,0.795620517024429
0.7680498432452795,0.8154973534506982,0.04948032324542454
0.7069991886552252,0.7724234046866528,0.8167935726218122
0.8613448758657751,0.8725534829159954,0.09712482581822313
0.19384581821332222,0.23093257068308418,0.28985664883394463
0.2592197910340295,0.15445302708503053,0.8925152670915908
0.7533436988731571,0.8136121849614498,0.08537826048209764
0.8034531794180864,0.7042256703398615,0.22734292409167217
0.8527069700249843,0.7500139194789119,0.8197155311720872
0.7447133860335167,0.7545672619646189,0.848575048839407
0.8456058984088005,0.7770397216834983,0.12298600122211718
0.1050011334840563,0.19365306367585067,0.8679193762978736
0.1341184380881151,0.12047522417324324,0.7422996572837484
0.05310935774304972,0.031199901820232145,0.8154211504710552
0.16289044525945948,0.10497226509612402,0.27998922904003326
0.7735011459843096,0.8045538040721851,0.22296233369438645
0.8228209839376929,0.7912395010541647,0.2461180091863699
0.7079605756739773,0.8133365628012339,0.16337319313968485
0.05744033976789232,0.11019850451541112,0.8149126255935845
0.7409292972376342,0.7652935518331121,0.8349525438281258
0.03553135118346746,0.28456019915831154,0.802948283360202
0.10132531877318744,0.2221823840509241,0.8250765195793452
0.8384557800803647,0.8137255143001102,0.24493753688269906
0.19190503176127954,0.2641528891740294,0.08895442523556704
0.29914175858893394,0.2675698301952988,0.1263941520205637
0.7633177117356508,0.7572461795633871,0.7809098909944772
