X,Y
0.8089176117409946,0.700253005231344
0.8299884467442643,0.7632986684412748
0.8427194132192151,0.7652299261693115
0.8637000367913613,0.8766909615254372
0.21495047298048356,0.23581062793866447
0.8282218039835101,0.7548213690864423
0.8734402406991192,0.8039103428771552
0.0544217508906427,0.275664899459526
0.1900953604253603,0.270373755581195
0.7324782513241572,0.8391032351582496
0.7211122858201852,0.8456098193668544
0.79374549307656,0.896491183314678
0.2636514171166822,0.07949204557382823
0.2601285101451786,0.2392559849791057
0.7756934720251342,0.8524024555970876
0.7287449385555799,0.8648090437260959
0.23059593888090382,0.053176498489035225
0.22976954145755674,0.0608157124135594
0.742891615665987,0.7199534627580694
0.7929368539689278,0.7388332844820571
0.006532288359645022,0.022394805022010876
0.21542732609687484,0.12875878814105923
0.7168443477000482,0.7946240469229938
0.8302224766470195,0.7173113295839327
0.21860723374750812,0.0986692055932569
0.24745480156332061,0.228348477168204
0.0350134751920157,0.23749838256896072
0.10770831903243748,0.18529213888498938
0.8758841369778235,0.8337365186154005
0.09960398905737171,0.07112558997009644
0.7432716439769662,0.770382800643677
0.09253292042711823,0.06819464472916073
0.7675469293019327,0.7399703979409429
0.7434620490801461,0.8491492810402801
0.7659363154708883,0.7438140474439269
0.24377901185347978,0.23984644310355624
0.00035809544811132854,0.1841069558086698
0.053968600610535544,0.1455702874877587
0.051914149993862534,0.05833817472196492
0.8050827036544586,0.7667881378342497
0.15023232435375744,0.24070914911727315
0.06474174838521274,0.24427564795231224
0.14615824637426234,0.14138831090986148
0.7939924776113843,0.8774673091552521
0.7327849137847395,0.7456060850134117
0.789025144058269,0.8404673442117636
0.7147102119307969,0.8903076189370042
0.8713055705670728,0.8513280558637771
0.7857811743454546,0.8073175506343505
0.7094149466852262,0.7593296680235511
0.701825090179529,0.7256082162653982
0.8383768105349529,0.8929115013745457
0.7388865401514126,0.7700972524368856
0.7784323926460451,0.7859622250746472
0.15199051532631627,0.15900745419075585
0.7034467294073847,0.846462083244178
0.11897465644607717,0.09148143147643384
0.8735962624534199,0.7834807983419784
0.1310654594584055,0.20485289659394046
0.15531854487262467,0.00503306046259393
0.29850539507993074,0.05122038811277554
0.7486866561629508,0.7603200367502683
0.08991741218011358,0.16734952577132495
0.09266214068681183,0.10535393336344887
0.8942119326179967,0.711654801781214
0.7780494259142952,0.7162160461086563
0.8669892458988472,0.8902880961128162
0.700037565804247,0.7063281247797408
0.13617557263685393,0.03125666355526539
0.7282104933170733,0.7712167596051624
0.2909896290030453,0.2744320711093315
0.09934966624545308,0.11299713948739586
0.8635980090144455,0.8168964015518752
0.03371766658655645,0.2535576162941775
0.03374713218219259,0.14434670654437942
